"";"Site";"Site_short";"Altitude";"Horizon";"Zone_echantillonage";"rep_pcr";"EXTRACTION.CODE";"Milieu";"Code_plot";"X";"Gradient";"Carbon";"Nitrogen";"pH";"Organic_matter_2mm";"EEA_AG";"EEA_BG";"EEA_CB";"EEA_LAP";"EEA_XYL";"EEA_PHOS";"EEA_NAG";"Environment";"Alt_groups";"sample";"category";"site";"chlorophyta_part";"dist_barycenter"
"ANT15_c";"ANTERNE";"ANT";1750;"LIT";"C";15;"ANT15";"Milieu ouvert";"ANT_1750_LIT";5;"ANT";7,51916980733333;0,686040123333333;5,6;15,8003328166667;368,493333333333;3199,64333333333;710,273333333333;273,413333333333;547,98;6031,96;956,236666666667;"Milieu ouvert";2000;"ANT15_c";"sample";"ANT";0,564478764478764;0,430588235995665
"ANT16_c";"ANTERNE";"ANT";1750;"SOL";"A";16;"ANT16";"Milieu ouvert";"ANT_1750_SOL";6;"ANT";4,97882811233333;0,495332728;5,30666666666667;11,1809117166667;393,053333333333;1693,23666666667;365,626666666667;204,633333333333;437,043333333333;4416,71333333333;704,423333333333;"Milieu ouvert";2000;"ANT16_c";"sample";"ANT";0,489802797909995;0
"ANT17_a";"ANTERNE";"ANT";1750;"SOL";"B";17;"ANT17";"Milieu ouvert";"ANT_1750_SOL";6;"ANT";4,97882811233333;0,495332728;5,30666666666667;11,1809117166667;393,053333333333;1693,23666666667;365,626666666667;204,633333333333;437,043333333333;4416,71333333333;704,423333333333;"Milieu ouvert";2000;"ANT17_a";"sample";"ANT";0,147127259710041;0,699024763486551
"ANT17_c";"ANTERNE";"ANT";1750;"SOL";"B";17;"ANT17";"Milieu ouvert";"ANT_1750_SOL";6;"ANT";4,97882811233333;0,495332728;5,30666666666667;11,1809117166667;393,053333333333;1693,23666666667;365,626666666667;204,633333333333;437,043333333333;4416,71333333333;704,423333333333;"Milieu ouvert";2000;"ANT17_c";"sample";"ANT";0,361230490839177;0,699024763486551
"ANT18_a";"ANTERNE";"ANT";1750;"SOL";"C";18;"ANT18";"Milieu ouvert";"ANT_1750_SOL";6;"ANT";4,97882811233333;0,495332728;5,30666666666667;11,1809117166667;393,053333333333;1693,23666666667;365,626666666667;204,633333333333;437,043333333333;4416,71333333333;704,423333333333;"Milieu ouvert";2000;"ANT18_a";"sample";"ANT";0,377171215880893;0
"ANT19_a";"ANTERNE";"ANT";2040;"LIT";"A";19;"ANT19";"Milieu ouvert";"ANT_2040_LIT";7;"ANT";12,69547208;0,867849648;4,27;27,6628094883333;656,843333333333;3174,04333333333;848,563333333333;416,16;2595,49333333333;20979,6266666667;1187,50333333333;"Milieu ouvert";2500;"ANT19_a";"sample";"ANT";0,655808986192692;0,299175154645701
"ANT19_b";"ANTERNE";"ANT";2040;"LIT";"A";19;"ANT19";"Milieu ouvert";"ANT_2040_LIT";7;"ANT";12,69547208;0,867849648;4,27;27,6628094883333;656,843333333333;3174,04333333333;848,563333333333;416,16;2595,49333333333;20979,6266666667;1187,50333333333;"Milieu ouvert";2500;"ANT19_b";"sample";"ANT";0,736479128856624;0,258300643183894
"ANT19_c";"ANTERNE";"ANT";2040;"LIT";"A";19;"ANT19";"Milieu ouvert";"ANT_2040_LIT";7;"ANT";12,69547208;0,867849648;4,27;27,6628094883333;656,843333333333;3174,04333333333;848,563333333333;416,16;2595,49333333333;20979,6266666667;1187,50333333333;"Milieu ouvert";2500;"ANT19_c";"sample";"ANT";0,663621262458472;0,259271979386901
"ANT20_a";"ANTERNE";"ANT";2040;"LIT";"B";20;"ANT20";"Milieu ouvert";"ANT_2040_LIT";7;"ANT";12,69547208;0,867849648;4,27;27,6628094883333;656,843333333333;3174,04333333333;848,563333333333;416,16;2595,49333333333;20979,6266666667;1187,50333333333;"Milieu ouvert";2500;"ANT20_a";"sample";"ANT";0,81421647819063;0,557628247977082
"ANT20_b";"ANTERNE";"ANT";2040;"LIT";"B";20;"ANT20";"Milieu ouvert";"ANT_2040_LIT";7;"ANT";12,69547208;0,867849648;4,27;27,6628094883333;656,843333333333;3174,04333333333;848,563333333333;416,16;2595,49333333333;20979,6266666667;1187,50333333333;"Milieu ouvert";2500;"ANT20_b";"sample";"ANT";0,771516355052643;0,484412982099729
"ANT20_c";"ANTERNE";"ANT";2040;"LIT";"B";20;"ANT20";"Milieu ouvert";"ANT_2040_LIT";7;"ANT";12,69547208;0,867849648;4,27;27,6628094883333;656,843333333333;3174,04333333333;848,563333333333;416,16;2595,49333333333;20979,6266666667;1187,50333333333;"Milieu ouvert";2500;"ANT20_c";"sample";"ANT";0,826629193746707;0,552801338532676
"ANT21_a";"ANTERNE";"ANT";2040;"LIT";"C";21;"ANT21";"Milieu ouvert";"ANT_2040_LIT";7;"ANT";12,69547208;0,867849648;4,27;27,6628094883333;656,843333333333;3174,04333333333;848,563333333333;416,16;2595,49333333333;20979,6266666667;1187,50333333333;"Milieu ouvert";2500;"ANT21_a";"sample";"ANT";0,609106010268801;0,488481106925593
"ANT21_b";"ANTERNE";"ANT";2040;"LIT";"C";21;"ANT21";"Milieu ouvert";"ANT_2040_LIT";7;"ANT";12,69547208;0,867849648;4,27;27,6628094883333;656,843333333333;3174,04333333333;848,563333333333;416,16;2595,49333333333;20979,6266666667;1187,50333333333;"Milieu ouvert";2500;"ANT21_b";"sample";"ANT";0,780132973471134;0,494248995660697
"ANT21_c";"ANTERNE";"ANT";2040;"LIT";"C";21;"ANT21";"Milieu ouvert";"ANT_2040_LIT";7;"ANT";12,69547208;0,867849648;4,27;27,6628094883333;656,843333333333;3174,04333333333;848,563333333333;416,16;2595,49333333333;20979,6266666667;1187,50333333333;"Milieu ouvert";2500;"ANT21_c";"sample";"ANT";0,718678755103123;0,47681974229607
"ANT22_a";"ANTERNE";"ANT";2040;"SOL";"A";22;"ANT22";"Milieu ouvert";"ANT_2040_SOL";8;"ANT";5,73309214933333;0,437751124;4,42666666666667;12,207907925;289,21;806,216666666667;143,713333333333;196,393333333333;712,636666666667;7699,41666666667;362,543333333333;"Milieu ouvert";2500;"ANT22_a";"sample";"ANT";0,247230659281758;0,62093310425417
"ANT22_c";"ANTERNE";"ANT";2040;"SOL";"A";22;"ANT22";"Milieu ouvert";"ANT_2040_SOL";8;"ANT";5,73309214933333;0,437751124;4,42666666666667;12,207907925;289,21;806,216666666667;143,713333333333;196,393333333333;712,636666666667;7699,41666666667;362,543333333333;"Milieu ouvert";2500;"ANT22_c";"sample";"ANT";0,809794256322332;0,62093310425417
"ANT23_c";"ANTERNE";"ANT";2040;"SOL";"B";23;"ANT23";"Milieu ouvert";"ANT_2040_SOL";8;"ANT";5,73309214933333;0,437751124;4,42666666666667;12,207907925;289,21;806,216666666667;143,713333333333;196,393333333333;712,636666666667;7699,41666666667;362,543333333333;"Milieu ouvert";2500;"ANT23_c";"sample";"ANT";0,612567975830816;0
"ANT24_a";"ANTERNE";"ANT";2040;"SOL";"C";24;"ANT24";"Milieu ouvert";"ANT_2040_SOL";8;"ANT";5,73309214933333;0,437751124;4,42666666666667;12,207907925;289,21;806,216666666667;143,713333333333;196,393333333333;712,636666666667;7699,41666666667;362,543333333333;"Milieu ouvert";2500;"ANT24_a";"sample";"ANT";0,344319503683598;0,674972613278794
"ANT25_a";"ANTERNE";"ANT";2200;"LIT";"A";25;"ANT25";"Milieu ouvert";"ANT_2200_LIT";9;"ANT";6,59934067733333;0,506246010333333;4,60333333333333;12,336253016;439,096666666667;2508,57;476,043333333333;265,993333333333;982,186666666667;11490,7533333333;1416,27;"Milieu ouvert";2500;"ANT25_a";"sample";"ANT";0,386114264093833;0,757785582967414
"ANT25_b";"ANTERNE";"ANT";2200;"LIT";"A";25;"ANT25";"Milieu ouvert";"ANT_2200_LIT";9;"ANT";6,59934067733333;0,506246010333333;4,60333333333333;12,336253016;439,096666666667;2508,57;476,043333333333;265,993333333333;982,186666666667;11490,7533333333;1416,27;"Milieu ouvert";2500;"ANT25_b";"sample";"ANT";0,255298416565164;0,757785582967414
"ANT25_c";"ANTERNE";"ANT";2200;"LIT";"A";25;"ANT25";"Milieu ouvert";"ANT_2200_LIT";9;"ANT";6,59934067733333;0,506246010333333;4,60333333333333;12,336253016;439,096666666667;2508,57;476,043333333333;265,993333333333;982,186666666667;11490,7533333333;1416,27;"Milieu ouvert";2500;"ANT25_c";"sample";"ANT";0,740177151941858;0,844322512505362
"ANT26_c";"ANTERNE";"ANT";2200;"LIT";"B";26;"ANT26";"Milieu ouvert";"ANT_2200_LIT";9;"ANT";6,59934067733333;0,506246010333333;4,60333333333333;12,336253016;439,096666666667;2508,57;476,043333333333;265,993333333333;982,186666666667;11490,7533333333;1416,27;"Milieu ouvert";2500;"ANT26_c";"sample";"ANT";0,629332808144467;0
"ANT27_a";"ANTERNE";"ANT";2200;"LIT";"C";27;"ANT27";"Milieu ouvert";"ANT_2200_LIT";9;"ANT";6,59934067733333;0,506246010333333;4,60333333333333;12,336253016;439,096666666667;2508,57;476,043333333333;265,993333333333;982,186666666667;11490,7533333333;1416,27;"Milieu ouvert";2500;"ANT27_a";"sample";"ANT";0,542393138357705;0
"ANT30_c";"ANTERNE";"ANT";2200;"SOL";"C";30;"ANT30";"Milieu ouvert";"ANT_2200_SOL";10;"ANT";2,95948441833333;0,289983620333333;4,71;6,5543370294;246,426666666667;507,89;82,4066666666667;142,456666666667;296,153333333333;3091,44;385,343333333333;"Milieu ouvert";2500;"ANT30_c";"sample";"ANT";0,0373354516568316;0,534620426238181
"ANT31_a";"ANTERNE";"ANT";2370;"LIT";"A";31;"ANT31";"Milieu ouvert";"ANT_2370_LIT";11;"ANT";3,54701693866667;0,286547134333333;5,23333333333333;8,45627145183333;168,1;1197,81666666667;201,4;120,473333333333;370,646666666667;3808,25666666667;690,33;"Milieu ouvert";2500;"ANT31_a";"sample";"ANT";0,492643452672879;0,508934948378799
"ANT31_b";"ANTERNE";"ANT";2370;"LIT";"A";31;"ANT31";"Milieu ouvert";"ANT_2370_LIT";11;"ANT";3,54701693866667;0,286547134333333;5,23333333333333;8,45627145183333;168,1;1197,81666666667;201,4;120,473333333333;370,646666666667;3808,25666666667;690,33;"Milieu ouvert";2500;"ANT31_b";"sample";"ANT";0,643027370549577;0,541570342280393
"ANT31_c";"ANTERNE";"ANT";2370;"LIT";"A";31;"ANT31";"Milieu ouvert";"ANT_2370_LIT";11;"ANT";3,54701693866667;0,286547134333333;5,23333333333333;8,45627145183333;168,1;1197,81666666667;201,4;120,473333333333;370,646666666667;3808,25666666667;690,33;"Milieu ouvert";2500;"ANT31_c";"sample";"ANT";0,642216595452867;0,462825037476117
"ANT32_a";"ANTERNE";"ANT";2370;"LIT";"B";32;"ANT32";"Milieu ouvert";"ANT_2370_LIT";11;"ANT";3,54701693866667;0,286547134333333;5,23333333333333;8,45627145183333;168,1;1197,81666666667;201,4;120,473333333333;370,646666666667;3808,25666666667;690,33;"Milieu ouvert";2500;"ANT32_a";"sample";"ANT";0,638994477515599;0,455614917414623
"ANT32_b";"ANTERNE";"ANT";2370;"LIT";"B";32;"ANT32";"Milieu ouvert";"ANT_2370_LIT";11;"ANT";3,54701693866667;0,286547134333333;5,23333333333333;8,45627145183333;168,1;1197,81666666667;201,4;120,473333333333;370,646666666667;3808,25666666667;690,33;"Milieu ouvert";2500;"ANT32_b";"sample";"ANT";0,81198963858394;0,424143307501285
"ANT32_c";"ANTERNE";"ANT";2370;"LIT";"B";32;"ANT32";"Milieu ouvert";"ANT_2370_LIT";11;"ANT";3,54701693866667;0,286547134333333;5,23333333333333;8,45627145183333;168,1;1197,81666666667;201,4;120,473333333333;370,646666666667;3808,25666666667;690,33;"Milieu ouvert";2500;"ANT32_c";"sample";"ANT";0,754856754100839;0,468545905508458
"ANT33_a";"ANTERNE";"ANT";2370;"LIT";"C";33;"ANT33";"Milieu ouvert";"ANT_2370_LIT";11;"ANT";3,54701693866667;0,286547134333333;5,23333333333333;8,45627145183333;168,1;1197,81666666667;201,4;120,473333333333;370,646666666667;3808,25666666667;690,33;"Milieu ouvert";2500;"ANT33_a";"sample";"ANT";0,603671381281974;0,42283623118275
